,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Bedrooms,Bathrooms,Toilets,Parking Spaces,   ,Servicing,Service Charge,Furnishing,Total Area,Covered Area
918, per annum,"5,000,000", Flat / Apartment," Ikate, Lekki, Lagos", 1309897, 05 May 2022, 05 May 2022, Available, 2, 2, 3,, , Serviced," ₦1,080,000 per annum", Furnished,,
919, per annum,"2,500,000", Flat / Apartment," Emmanuel Emenike Street, Chevy View Estate, Idado, Idado, Lekki, Lagos", 1311406, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 700 sqm, 500 sqm
920, per annum,"12,000,000", Semi-detached Duplex," Cowrie Creek Estate, Ikate, Lekki, Lagos", 1311403, 06 May 2022, 06 May 2022, Available, 5, 5, 6, 5,,,,,,
921, per annum,"900,000", Flat / Apartment," Before Lagos Business School, Olokonla, Ajah, Lagos", 1311278, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 3,,,,,,
922, per annum,"1,500,000", Flat / Apartment," Market Square, Ago Palace, Isolo, Lagos", 1237807, 24 Feb 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
923, per annum,"1,200,000", Flat / Apartment," Off Grandmate, Ago Palace, Isolo, Lagos", 1252782, 09 Mar 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
924, per annum,"3,000,000", Office Space," Sokode Crescent, Zone 5, Wuse, Abuja", 638787, 05 Jun 2020, 27 Apr 2022, Available,,, 5, 30, , Serviced," ₦240,000 per annum", Furnished,,
925, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,, ,,,,,
926, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,, ,,,,,
927, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
928, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
929, per annum,"650,000", Office Space," Addo Road, Ajah Lekki Lagos Nigeria, Ado, Ajah, Lagos", 1311429, 06 May 2022, 06 May 2022, Available,, 1, 1, 8, ,,,, 600 sqm, 600 sqm
930, per annum,"1,800,000", Flat / Apartment," Ifako, Gbagada, Lagos", 1301337, 26 Apr 2022, 06 May 2022, Available, 3,,,,,,,,,
931, per annum,"2,400,000", Flat / Apartment," Ilasan, Lekki, Lagos", 1311426, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 8,,,,,,
932, per annum,"3,000,000", Flat / Apartment," Oral Estate, Lekki Phase 2, Lekki, Lagos", 1311422, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 2, , Serviced," ₦200,000 per annum",,,
933, per annum,"3,000,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1301972, 26 Apr 2022, 06 May 2022, Available, 3, 3, 4,, , Serviced," ₦2,100,000 per annum",,,
934, per annum,"1,000,000", Flat / Apartment," Treasure Estate., Sangotedo, Ajah, Lagos", 1310379, 05 May 2022, 06 May 2022, Available, 2, 3, 3, 2, ,,,, 200 sqm, 200 sqm
935, per annum,"10,000,000", Detached Duplex," Close To Amanda Fuel Station â½, Asokoro District, Abuja", 1311416, 06 May 2022, 06 May 2022, Available, 5, 5, 6,, ,,,,,
936, per annum,"20,000,000", Detached Duplex," Ikoyi, Lagos", 1311412, 06 May 2022, 06 May 2022, Available, 4, 4, 5, 6,,,,,,
937, per annum,"2,000,000", Flat / Apartment," Murphy Adetoro Street, Igbo Efon, Lekki, Lagos", 1311411, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 900 sqm, 600 sqm
938, per annum,"2,500,000", Flat / Apartment," Durumi, Abuja", 1301286, 26 Apr 2022, 06 May 2022, Available, 3,, 4,, ,,,,,
939, per annum,"5,000,000", Flat / Apartment," Ikate, Lekki, Lagos", 1309897, 05 May 2022, 05 May 2022, Available, 2, 2, 3,, , Serviced," ₦1,080,000 per annum", Furnished,,
940, per annum,"2,500,000", Flat / Apartment," Emmanuel Emenike Street, Chevy View Estate, Idado, Idado, Lekki, Lagos", 1311406, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 700 sqm, 500 sqm
941, per annum,"12,000,000", Semi-detached Duplex," Cowrie Creek Estate, Ikate, Lekki, Lagos", 1311403, 06 May 2022, 06 May 2022, Available, 5, 5, 6, 5,,,,,,
942, per annum,"900,000", Flat / Apartment," Before Lagos Business School, Olokonla, Ajah, Lagos", 1311278, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 3,,,,,,
943, per annum,"1,500,000", Flat / Apartment," Market Square, Ago Palace, Isolo, Lagos", 1237807, 24 Feb 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
944, per annum,"1,200,000", Flat / Apartment," Off Grandmate, Ago Palace, Isolo, Lagos", 1252782, 09 Mar 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
945, per day,"50,000", Conference / Meeting / Training Room," 21, Ogunnusi Road., Ogba, Ikeja, Lagos", 1220208, 07 Feb 2022, 07 Feb 2022, Available,,,, 120,,,,,,
946, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,, ,,,,,
947, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,, ,,,,,
948, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
949, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
950, per annum,"650,000", Office Space," Addo Road, Ajah Lekki Lagos Nigeria, Ado, Ajah, Lagos", 1311429, 06 May 2022, 06 May 2022, Available,, 1, 1, 8, ,,,, 600 sqm, 600 sqm
951, per annum,"1,800,000", Flat / Apartment," Ifako, Gbagada, Lagos", 1301337, 26 Apr 2022, 06 May 2022, Available, 3,,,,,,,,,
952, per annum,"2,400,000", Flat / Apartment," Ilasan, Lekki, Lagos", 1311426, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 8,,,,,,
953, per annum,"3,000,000", Flat / Apartment," Oral Estate, Lekki Phase 2, Lekki, Lagos", 1311422, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 2, , Serviced," ₦200,000 per annum",,,
954, per annum,"3,000,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1301972, 26 Apr 2022, 06 May 2022, Available, 3, 3, 4,, , Serviced," ₦2,100,000 per annum",,,
955, per annum,"1,000,000", Flat / Apartment," Treasure Estate., Sangotedo, Ajah, Lagos", 1310379, 05 May 2022, 06 May 2022, Available, 2, 3, 3, 2, ,,,, 200 sqm, 200 sqm
956, per annum,"10,000,000", Detached Duplex," Close To Amanda Fuel Station â½, Asokoro District, Abuja", 1311416, 06 May 2022, 06 May 2022, Available, 5, 5, 6,, ,,,,,
957, per annum,"20,000,000", Detached Duplex," Ikoyi, Lagos", 1311412, 06 May 2022, 06 May 2022, Available, 4, 4, 5, 6,,,,,,
958, per annum,"2,000,000", Flat / Apartment," Murphy Adetoro Street, Igbo Efon, Lekki, Lagos", 1311411, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 900 sqm, 600 sqm
959, per annum,"2,500,000", Flat / Apartment," Durumi, Abuja", 1301286, 26 Apr 2022, 06 May 2022, Available, 3,, 4,, ,,,,,
960, per annum,"5,000,000", Flat / Apartment," Ikate, Lekki, Lagos", 1309897, 05 May 2022, 05 May 2022, Available, 2, 2, 3,, , Serviced," ₦1,080,000 per annum", Furnished,,
961, per annum,"2,500,000", Flat / Apartment," Emmanuel Emenike Street, Chevy View Estate, Idado, Idado, Lekki, Lagos", 1311406, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 700 sqm, 500 sqm
962, per annum,"12,000,000", Semi-detached Duplex," Cowrie Creek Estate, Ikate, Lekki, Lagos", 1311403, 06 May 2022, 06 May 2022, Available, 5, 5, 6, 5,,,,,,
963, per annum,"900,000", Flat / Apartment," Before Lagos Business School, Olokonla, Ajah, Lagos", 1311278, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 3,,,,,,
964, per annum,"1,500,000", Flat / Apartment," Market Square, Ago Palace, Isolo, Lagos", 1237807, 24 Feb 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
965, per annum,"1,200,000", Flat / Apartment," Off Grandmate, Ago Palace, Isolo, Lagos", 1252782, 09 Mar 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
966, per annum,"3,000,000", Office Space," Sokode Crescent, Zone 5, Wuse, Abuja", 638787, 05 Jun 2020, 27 Apr 2022, Available,,, 5, 30, , Serviced," ₦240,000 per annum", Furnished,,
967, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,, ,,,,,
968, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,, ,,,,,
969, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
970, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
971, per annum,"650,000", Office Space," Addo Road, Ajah Lekki Lagos Nigeria, Ado, Ajah, Lagos", 1311429, 06 May 2022, 06 May 2022, Available,, 1, 1, 8, ,,,, 600 sqm, 600 sqm
972, per annum,"1,800,000", Flat / Apartment," Ifako, Gbagada, Lagos", 1301337, 26 Apr 2022, 06 May 2022, Available, 3,,,,,,,,,
973, per annum,"2,400,000", Flat / Apartment," Ilasan, Lekki, Lagos", 1311426, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 8,,,,,,
974, per annum,"3,000,000", Flat / Apartment," Oral Estate, Lekki Phase 2, Lekki, Lagos", 1311422, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 2, , Serviced," ₦200,000 per annum",,,
975, per annum,"3,000,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1301972, 26 Apr 2022, 06 May 2022, Available, 3, 3, 4,, , Serviced," ₦2,100,000 per annum",,,
976, per annum,"1,000,000", Flat / Apartment," Treasure Estate., Sangotedo, Ajah, Lagos", 1310379, 05 May 2022, 06 May 2022, Available, 2, 3, 3, 2, ,,,, 200 sqm, 200 sqm
977, per annum,"10,000,000", Detached Duplex," Close To Amanda Fuel Station â½, Asokoro District, Abuja", 1311416, 06 May 2022, 06 May 2022, Available, 5, 5, 6,, ,,,,,
978, per annum,"20,000,000", Detached Duplex," Ikoyi, Lagos", 1311412, 06 May 2022, 06 May 2022, Available, 4, 4, 5, 6,,,,,,
979, per annum,"2,000,000", Flat / Apartment," Murphy Adetoro Street, Igbo Efon, Lekki, Lagos", 1311411, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 900 sqm, 600 sqm
980, per annum,"2,500,000", Flat / Apartment," Durumi, Abuja", 1301286, 26 Apr 2022, 06 May 2022, Available, 3,, 4,, ,,,,,
981, per annum,"5,000,000", Flat / Apartment," Ikate, Lekki, Lagos", 1309897, 05 May 2022, 05 May 2022, Available, 2, 2, 3,, , Serviced," ₦1,080,000 per annum", Furnished,,
982, per annum,"2,500,000", Flat / Apartment," Emmanuel Emenike Street, Chevy View Estate, Idado, Idado, Lekki, Lagos", 1311406, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 700 sqm, 500 sqm
983, per annum,"12,000,000", Semi-detached Duplex," Cowrie Creek Estate, Ikate, Lekki, Lagos", 1311403, 06 May 2022, 06 May 2022, Available, 5, 5, 6, 5,,,,,,
984, per annum,"900,000", Flat / Apartment," Before Lagos Business School, Olokonla, Ajah, Lagos", 1311278, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 3,,,,,,
985, per annum,"1,500,000", Flat / Apartment," Market Square, Ago Palace, Isolo, Lagos", 1237807, 24 Feb 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
986, per annum,"1,200,000", Flat / Apartment," Off Grandmate, Ago Palace, Isolo, Lagos", 1252782, 09 Mar 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
987, per annum,"8,000,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1243809, 02 Mar 2022, 11 Apr 2022, Available, 5, 5, 6,, ,,,,,
988, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,, ,,,,,
989, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,, ,,,,,
990, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
991, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
992, per annum,"650,000", Office Space," Addo Road, Ajah Lekki Lagos Nigeria, Ado, Ajah, Lagos", 1311429, 06 May 2022, 06 May 2022, Available,, 1, 1, 8, ,,,, 600 sqm, 600 sqm
993, per annum,"1,800,000", Flat / Apartment," Ifako, Gbagada, Lagos", 1301337, 26 Apr 2022, 06 May 2022, Available, 3,,,,,,,,,
994, per annum,"2,400,000", Flat / Apartment," Ilasan, Lekki, Lagos", 1311426, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 8,,,,,,
995, per annum,"3,000,000", Flat / Apartment," Oral Estate, Lekki Phase 2, Lekki, Lagos", 1311422, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 2, , Serviced," ₦200,000 per annum",,,
996, per annum,"3,000,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1301972, 26 Apr 2022, 06 May 2022, Available, 3, 3, 4,, , Serviced," ₦2,100,000 per annum",,,
997, per annum,"1,000,000", Flat / Apartment," Treasure Estate., Sangotedo, Ajah, Lagos", 1310379, 05 May 2022, 06 May 2022, Available, 2, 3, 3, 2, ,,,, 200 sqm, 200 sqm
998, per annum,"10,000,000", Detached Duplex," Close To Amanda Fuel Station â½, Asokoro District, Abuja", 1311416, 06 May 2022, 06 May 2022, Available, 5, 5, 6,, ,,,,,
999, per annum,"20,000,000", Detached Duplex," Ikoyi, Lagos", 1311412, 06 May 2022, 06 May 2022, Available, 4, 4, 5, 6,,,,,,
1000, per annum,"2,000,000", Flat / Apartment," Murphy Adetoro Street, Igbo Efon, Lekki, Lagos", 1311411, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 900 sqm, 600 sqm
1001, per annum,"2,500,000", Flat / Apartment," Durumi, Abuja", 1301286, 26 Apr 2022, 06 May 2022, Available, 3,, 4,, ,,,,,
1002, per annum,"5,000,000", Flat / Apartment," Ikate, Lekki, Lagos", 1309897, 05 May 2022, 05 May 2022, Available, 2, 2, 3,, , Serviced," ₦1,080,000 per annum", Furnished,,
1003, per annum,"2,500,000", Flat / Apartment," Emmanuel Emenike Street, Chevy View Estate, Idado, Idado, Lekki, Lagos", 1311406, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 700 sqm, 500 sqm
1004, per annum,"12,000,000", Semi-detached Duplex," Cowrie Creek Estate, Ikate, Lekki, Lagos", 1311403, 06 May 2022, 06 May 2022, Available, 5, 5, 6, 5,,,,,,
1005, per annum,"900,000", Flat / Apartment," Before Lagos Business School, Olokonla, Ajah, Lagos", 1311278, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 3,,,,,,
1006, per annum,"1,500,000", Flat / Apartment," Market Square, Ago Palace, Isolo, Lagos", 1237807, 24 Feb 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
1007, per annum,"1,200,000", Flat / Apartment," Off Grandmate, Ago Palace, Isolo, Lagos", 1252782, 09 Mar 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
1008, per annum,"6,000,000", Flat / Apartment," Dideolu Estate, Off Ligali Ayorinde, Victoria Island (VI), Lagos", 838601, 22 Jan 2021, 05 May 2022, Available, 3, 3, 4, 2, , Serviced," ₦2,500,000 per annum",,,
1009, per annum,"4,000,000", Semi-detached Duplex," 2nd Toll Gate, Lekki, Lagos", 1311410, 06 May 2022, 06 May 2022, Available, 4, 4, 5,, ,,,,,
1010, per annum,"3,500,000", House," Thomas Estate, Ajah, Lagos", 1266462, 22 Mar 2022, 06 May 2022, Available, 4,, 4,, ,,,,,
1011, per annum,"5,500,000", Detached Duplex," Lafiaji, Lekki, Lagos", 1288899, 13 Apr 2022, 13 Apr 2022, Available, 4, 4, 5, 3,,,,,,
1012, per annum,"5,000,000", Detached Duplex," Ikota, Lekki, Lagos", 1302534, 27 Apr 2022, 27 Apr 2022, Available, 4, 6, 5, 3,,,,,,
1013, per annum,"650,000", Office Space," Addo Road, Ajah Lekki Lagos Nigeria, Ado, Ajah, Lagos", 1311429, 06 May 2022, 06 May 2022, Available,, 1, 1, 8, ,,,, 600 sqm, 600 sqm
1014, per annum,"1,800,000", Flat / Apartment," Ifako, Gbagada, Lagos", 1301337, 26 Apr 2022, 06 May 2022, Available, 3,,,,,,,,,
1015, per annum,"2,400,000", Flat / Apartment," Ilasan, Lekki, Lagos", 1311426, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 8,,,,,,
1016, per annum,"3,000,000", Flat / Apartment," Oral Estate, Lekki Phase 2, Lekki, Lagos", 1311422, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 2, , Serviced," ₦200,000 per annum",,,
1017, per annum,"3,000,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1301972, 26 Apr 2022, 06 May 2022, Available, 3, 3, 4,, , Serviced," ₦2,100,000 per annum",,,
1018, per annum,"1,000,000", Flat / Apartment," Treasure Estate., Sangotedo, Ajah, Lagos", 1310379, 05 May 2022, 06 May 2022, Available, 2, 3, 3, 2, ,,,, 200 sqm, 200 sqm
1019, per annum,"10,000,000", Detached Duplex," Close To Amanda Fuel Station â½, Asokoro District, Abuja", 1311416, 06 May 2022, 06 May 2022, Available, 5, 5, 6,, ,,,,,
1020, per annum,"20,000,000", Detached Duplex," Ikoyi, Lagos", 1311412, 06 May 2022, 06 May 2022, Available, 4, 4, 5, 6,,,,,,
1021, per annum,"2,000,000", Flat / Apartment," Murphy Adetoro Street, Igbo Efon, Lekki, Lagos", 1311411, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 900 sqm, 600 sqm
1022, per annum,"2,500,000", Flat / Apartment," Durumi, Abuja", 1301286, 26 Apr 2022, 06 May 2022, Available, 3,, 4,, ,,,,,
1023, per annum,"5,000,000", Flat / Apartment," Ikate, Lekki, Lagos", 1309897, 05 May 2022, 05 May 2022, Available, 2, 2, 3,, , Serviced," ₦1,080,000 per annum", Furnished,,
1024, per annum,"2,500,000", Flat / Apartment," Emmanuel Emenike Street, Chevy View Estate, Idado, Idado, Lekki, Lagos", 1311406, 06 May 2022, 06 May 2022, Available, 3, 3, 4, 2, ,,,, 700 sqm, 500 sqm
1025, per annum,"12,000,000", Semi-detached Duplex," Cowrie Creek Estate, Ikate, Lekki, Lagos", 1311403, 06 May 2022, 06 May 2022, Available, 5, 5, 6, 5,,,,,,
1026, per annum,"900,000", Flat / Apartment," Before Lagos Business School, Olokonla, Ajah, Lagos", 1311278, 06 May 2022, 06 May 2022, Available, 2, 2, 3, 3,,,,,,
1027, per annum,"1,500,000", Flat / Apartment," Market Square, Ago Palace, Isolo, Lagos", 1237807, 24 Feb 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
1028, per annum,"1,200,000", Flat / Apartment," Off Grandmate, Ago Palace, Isolo, Lagos", 1252782, 09 Mar 2022, 06 May 2022, Available, 2, 3, 3,, ,,,,,
