,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Bedrooms,Bathrooms,Toilets,   ,Parking Spaces,Servicing,Service Charge,Total Area,Covered Area,Furnishing
925, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, , 3, Serviced," ₦40,000 per month",,,
926, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5, ,, Serviced," ₦500,000 ",,,
927, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2,, 1, Serviced," ₦11,000 per annum", 600 sqm, 500 sqm,
928, per annum,"5,000,000", Terraced Duplex," Gated And Secured Area, Jakande, Lekki, Lagos", 1310218, 05 May 2022, 05 May 2022, Available, 4, 4, 5, , 3,,, 300 sqm, 200 sqm,
929, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1296740, 21 Apr 2022, 21 Apr 2022, Available, 3, 3, 4, , 2, Serviced," ₦540,000 per annum",,,
930, per annum,"4,500,000", Semi-detached Duplex," Ikota, Lekki, Lagos", 1284478, 08 Apr 2022, 05 May 2022, Available, 4, 4, 5,, 3,,,,,
931, per annum,"6,500,000", Semi-detached Duplex," Richmond Estate, Ikate Elegushi, Lekki, Lagos", 1310210, 05 May 2022, 05 May 2022, Available, 4, 4, 6,, 3, Serviced, ₦650 per annum, 300 sqm,,
932, per annum,"4,000,000", Semi-detached Duplex," Chevron 2nd Toll Gate, Lekki, Lagos", 1310196, 05 May 2022, 05 May 2022, Available, 4, 4, 5, , 3, Serviced," ₦40,000 per month",,,
933, per annum,"7,000,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1310192, 05 May 2022, 05 May 2022, Available, 2, 2, 3, , 1, Serviced," ₦1,000,000 ",,,
934, per annum,"9,000,000", Flat / Apartment," Old Ikoyi, Old Ikoyi, Ikoyi, Lagos", 1246582, 04 Mar 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦3,500,000 per annum",,,
935, per annum,"750,000", Mini Flat (Room and Parlour)," Abraham Adesanya Estate, Ajah, Lagos", 1310186, 05 May 2022, 05 May 2022, Available, 1, 2, 2,, 1,,,,,
936, per annum,"1,200,000", Flat / Apartment," Gra, Asaba, Delta", 1310178, 05 May 2022, 05 May 2022, Available, 2, 2, 3,, 2,,,,,
937, per annum,"12,000,000", Flat / Apartment," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1253262, 10 Mar 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦4,000,000 per annum",,,
938, per annum,"1,500,000", Self Contain (Single Rooms)," Off Ibb Boulevard, Maitama District, Abuja", 1310095, 05 May 2022, 05 May 2022, Available,,, 1, ,,,,,, Furnished
939, per annum,"30,000,000", Detached Duplex," Off Adeyemi Lawson Street, Ikoyi, Lagos", 1310172, 05 May 2022, 05 May 2022, Available, 5, 5, 6, ,,,,,,
940, per annum,"100,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1257263, 14 Mar 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦6,000,000 per annum",,,
941, per annum,"15,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1257354, 14 Mar 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced," ₦4,000,000 per annum",,,
942, per annum,"4,000,000", Terraced Duplex," Chevron 2nd Toll Gate, Lekki, Lagos", 1310170, 05 May 2022, 05 May 2022, Available, 4, 4, 5, , 3, Serviced," ₦40,000 per month",,,
943, per annum,"8,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1259441, 15 Mar 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦3,500,000 per annum",,,
944, per annum,"9,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1262425, 18 Mar 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦3,500,000 per annum",,,
945, per annum,"3,000,000", Terraced Duplex," Amity Estate, Sangotedo, Ajah, Lagos", 979164, 17 Jun 2021, 04 May 2022, Available, 3, 3, 4,, 2,,,,,
946, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, , 3, Serviced," ₦40,000 per month",,,
947, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5, ,, Serviced," ₦500,000 ",,,
948, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2,, 1, Serviced," ₦11,000 per annum", 600 sqm, 500 sqm,
949, per annum,"5,000,000", Terraced Duplex," Gated And Secured Area, Jakande, Lekki, Lagos", 1310218, 05 May 2022, 05 May 2022, Available, 4, 4, 5, , 3,,, 300 sqm, 200 sqm,
950, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1296740, 21 Apr 2022, 21 Apr 2022, Available, 3, 3, 4, , 2, Serviced," ₦540,000 per annum",,,
951, per annum,"4,500,000", Semi-detached Duplex," Ikota, Lekki, Lagos", 1284478, 08 Apr 2022, 05 May 2022, Available, 4, 4, 5,, 3,,,,,
952, per annum,"6,500,000", Semi-detached Duplex," Richmond Estate, Ikate Elegushi, Lekki, Lagos", 1310210, 05 May 2022, 05 May 2022, Available, 4, 4, 6,, 3, Serviced, ₦650 per annum, 300 sqm,,
953, per annum,"4,000,000", Semi-detached Duplex," Chevron 2nd Toll Gate, Lekki, Lagos", 1310196, 05 May 2022, 05 May 2022, Available, 4, 4, 5, , 3, Serviced," ₦40,000 per month",,,
954, per annum,"7,000,000", Flat / Apartment," Oniru, Victoria Island (VI), Lagos", 1310192, 05 May 2022, 05 May 2022, Available, 2, 2, 3, , 1, Serviced," ₦1,000,000 ",,,
955, per annum,"9,000,000", Flat / Apartment," Old Ikoyi, Old Ikoyi, Ikoyi, Lagos", 1246582, 04 Mar 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦3,500,000 per annum",,,
956, per annum,"750,000", Mini Flat (Room and Parlour)," Abraham Adesanya Estate, Ajah, Lagos", 1310186, 05 May 2022, 05 May 2022, Available, 1, 2, 2,, 1,,,,,
957, per annum,"1,200,000", Flat / Apartment," Gra, Asaba, Delta", 1310178, 05 May 2022, 05 May 2022, Available, 2, 2, 3,, 2,,,,,
958, per annum,"12,000,000", Flat / Apartment," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1253262, 10 Mar 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦4,000,000 per annum",,,
959, per annum,"1,500,000", Self Contain (Single Rooms)," Off Ibb Boulevard, Maitama District, Abuja", 1310095, 05 May 2022, 05 May 2022, Available,,, 1, ,,,,,, Furnished
960, per annum,"30,000,000", Detached Duplex," Off Adeyemi Lawson Street, Ikoyi, Lagos", 1310172, 05 May 2022, 05 May 2022, Available, 5, 5, 6, ,,,,,,
961, per annum,"100,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1257263, 14 Mar 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦6,000,000 per annum",,,
962, per annum,"15,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1257354, 14 Mar 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced," ₦4,000,000 per annum",,,
963, per annum,"4,000,000", Terraced Duplex," Chevron 2nd Toll Gate, Lekki, Lagos", 1310170, 05 May 2022, 05 May 2022, Available, 4, 4, 5, , 3, Serviced," ₦40,000 per month",,,
964, per annum,"8,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1259441, 15 Mar 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦3,500,000 per annum",,,
965, per annum,"9,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1262425, 18 Mar 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦3,500,000 per annum",,,
966, per annum,"8,000,000", Detached Duplex," Harmony Enclave, Adeniyi Jones, Ikeja, Lagos", 1293751, 18 Apr 2022, 18 Apr 2022, Available, 5,, 6, ,,,,,,
967, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, 5,,,,,
968, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, , 3, Serviced," ₦40,000 per month",,,
969, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5, ,, Serviced," ₦500,000 ",,,
970, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2,, 1, Serviced," ₦11,000 per annum", 600 sqm, 500 sqm,
971, per annum,"18,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1232216, 18 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced," ₦5,000,000 per annum",,,
972, per annum,"10,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1232551, 19 Feb 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦3,500,000 ",,,
973, per annum,"5,000,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310263, 05 May 2022, 05 May 2022, Available, 4, 4, 5, ,, Serviced," ₦840,000 per month",,,
974, per annum,"22,000,000", Flat / Apartment," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1232688, 19 Feb 2022, 29 Apr 2022, Available, 4, 4, 5, , 2, Serviced,,,,
975, per annum,"20,000,000", Flat / Apartment," Ikoyi, Lagos", 1233522, 20 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
976, per annum,"12,000,000", Flat / Apartment," Ikoyi, Lagos", 1233534, 20 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
977, per square meter / per annum,750, Office Space," Victoria Island (VI), Lagos", 1233945, 21 Feb 2022, 05 May 2022, Available,, 2, 3,, 2, Serviced,,,,
978, per annum,"30,000,050", Terraced Duplex," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1233951, 21 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 4, Serviced,,,,
979, per annum,"13,500,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1233957, 21 Feb 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced,,,,
980, per annum,"18,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1234292, 21 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
981, per annum,"15,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1237330, 23 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced," ₦4,000,000 per annum",,,
982, per annum,"13,000,000", Terraced Duplex," Ikoyi, Old Ikoyi, Ikoyi, Lagos", 1238629, 24 Feb 2022, 05 May 2022, Available, 4, 3, 4, , 2, Serviced," ₦4,500,000 per annum",,,
983, per annum,"1,500,000", Flat / Apartment," Off Bus Stop Surulere Lagos, Kilo, Surulere, Lagos", 1310249, 05 May 2022, 05 May 2022, Available, 3, 3, 4,, 2,,,,,
984, per annum,"5,500,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310248, 05 May 2022, 05 May 2022, Available, 4, 4, 5, ,, Serviced," ₦60,000 per month",,,
985, per annum,"4,500,000", Flat / Apartment," Elf, Whitesand School Road, Lekki, Lagos", 1310243, 05 May 2022, 05 May 2022, Available, 2, 2, 3, , 2, Serviced," ₦1,800,000 per annum",,,
986, per annum,"20,000,000", Terraced Duplex," Banana Island, Ikoyi, Lagos", 1240624, 26 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
987, per annum,"8,000,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1243809, 02 Mar 2022, 11 Apr 2022, Available, 5, 5, 6, ,,,,,,
988, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, 5,,,,,
989, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, , 3, Serviced," ₦40,000 per month",,,
990, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5, ,, Serviced," ₦500,000 ",,,
991, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2,, 1, Serviced," ₦11,000 per annum", 600 sqm, 500 sqm,
992, per annum,"18,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1232216, 18 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced," ₦5,000,000 per annum",,,
993, per annum,"10,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1232551, 19 Feb 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦3,500,000 ",,,
994, per annum,"5,000,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310263, 05 May 2022, 05 May 2022, Available, 4, 4, 5, ,, Serviced," ₦840,000 per month",,,
995, per annum,"22,000,000", Flat / Apartment," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1232688, 19 Feb 2022, 29 Apr 2022, Available, 4, 4, 5, , 2, Serviced,,,,
996, per annum,"20,000,000", Flat / Apartment," Ikoyi, Lagos", 1233522, 20 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
997, per annum,"12,000,000", Flat / Apartment," Ikoyi, Lagos", 1233534, 20 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
998, per square meter / per annum,750, Office Space," Victoria Island (VI), Lagos", 1233945, 21 Feb 2022, 05 May 2022, Available,, 2, 3,, 2, Serviced,,,,
999, per annum,"30,000,050", Terraced Duplex," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1233951, 21 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 4, Serviced,,,,
1000, per annum,"13,500,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1233957, 21 Feb 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced,,,,
1001, per annum,"18,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1234292, 21 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
1002, per annum,"15,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1237330, 23 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced," ₦4,000,000 per annum",,,
1003, per annum,"13,000,000", Terraced Duplex," Ikoyi, Old Ikoyi, Ikoyi, Lagos", 1238629, 24 Feb 2022, 05 May 2022, Available, 4, 3, 4, , 2, Serviced," ₦4,500,000 per annum",,,
1004, per annum,"1,500,000", Flat / Apartment," Off Bus Stop Surulere Lagos, Kilo, Surulere, Lagos", 1310249, 05 May 2022, 05 May 2022, Available, 3, 3, 4,, 2,,,,,
1005, per annum,"5,500,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310248, 05 May 2022, 05 May 2022, Available, 4, 4, 5, ,, Serviced," ₦60,000 per month",,,
1006, per annum,"4,500,000", Flat / Apartment," Elf, Whitesand School Road, Lekki, Lagos", 1310243, 05 May 2022, 05 May 2022, Available, 2, 2, 3, , 2, Serviced," ₦1,800,000 per annum",,,
1007, per annum,"20,000,000", Terraced Duplex," Banana Island, Ikoyi, Lagos", 1240624, 26 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
1008, per day,"50,000", Conference / Meeting / Training Room," 21, Ogunnusi Road., Ogba, Ikeja, Lagos", 1220208, 07 Feb 2022, 07 Feb 2022, Available,,,,, 120,,,,,
1009, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, 5,,,,,
1010, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, , 3, Serviced," ₦40,000 per month",,,
1011, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5, ,, Serviced," ₦500,000 ",,,
1012, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2,, 1, Serviced," ₦11,000 per annum", 600 sqm, 500 sqm,
1013, per annum,"18,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1232216, 18 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced," ₦5,000,000 per annum",,,
1014, per annum,"10,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1232551, 19 Feb 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦3,500,000 ",,,
1015, per annum,"5,000,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310263, 05 May 2022, 05 May 2022, Available, 4, 4, 5, ,, Serviced," ₦840,000 per month",,,
1016, per annum,"22,000,000", Flat / Apartment," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1232688, 19 Feb 2022, 29 Apr 2022, Available, 4, 4, 5, , 2, Serviced,,,,
1017, per annum,"20,000,000", Flat / Apartment," Ikoyi, Lagos", 1233522, 20 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
1018, per annum,"12,000,000", Flat / Apartment," Ikoyi, Lagos", 1233534, 20 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
1019, per square meter / per annum,750, Office Space," Victoria Island (VI), Lagos", 1233945, 21 Feb 2022, 05 May 2022, Available,, 2, 3,, 2, Serviced,,,,
1020, per annum,"30,000,050", Terraced Duplex," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1233951, 21 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 4, Serviced,,,,
1021, per annum,"13,500,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1233957, 21 Feb 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced,,,,
1022, per annum,"18,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1234292, 21 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
1023, per annum,"15,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1237330, 23 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced," ₦4,000,000 per annum",,,
1024, per annum,"13,000,000", Terraced Duplex," Ikoyi, Old Ikoyi, Ikoyi, Lagos", 1238629, 24 Feb 2022, 05 May 2022, Available, 4, 3, 4, , 2, Serviced," ₦4,500,000 per annum",,,
1025, per annum,"1,500,000", Flat / Apartment," Off Bus Stop Surulere Lagos, Kilo, Surulere, Lagos", 1310249, 05 May 2022, 05 May 2022, Available, 3, 3, 4,, 2,,,,,
1026, per annum,"5,500,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310248, 05 May 2022, 05 May 2022, Available, 4, 4, 5, ,, Serviced," ₦60,000 per month",,,
1027, per annum,"4,500,000", Flat / Apartment," Elf, Whitesand School Road, Lekki, Lagos", 1310243, 05 May 2022, 05 May 2022, Available, 2, 2, 3, , 2, Serviced," ₦1,800,000 per annum",,,
1028, per annum,"20,000,000", Terraced Duplex," Banana Island, Ikoyi, Lagos", 1240624, 26 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
1029, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available,,,,, 10,,,,,
1030, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, 5,,,,,
1031, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, , 3, Serviced," ₦40,000 per month",,,
1032, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5, ,, Serviced," ₦500,000 ",,,
1033, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2,, 1, Serviced," ₦11,000 per annum", 600 sqm, 500 sqm,
1034, per annum,"18,000,000", Flat / Apartment," Victoria Island (VI), Lagos", 1232216, 18 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced," ₦5,000,000 per annum",,,
1035, per annum,"10,000,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1232551, 19 Feb 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced," ₦3,500,000 ",,,
1036, per annum,"5,000,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310263, 05 May 2022, 05 May 2022, Available, 4, 4, 5, ,, Serviced," ₦840,000 per month",,,
1037, per annum,"22,000,000", Flat / Apartment," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1232688, 19 Feb 2022, 29 Apr 2022, Available, 4, 4, 5, , 2, Serviced,,,,
1038, per annum,"20,000,000", Flat / Apartment," Ikoyi, Lagos", 1233522, 20 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
1039, per annum,"12,000,000", Flat / Apartment," Ikoyi, Lagos", 1233534, 20 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
1040, per square meter / per annum,750, Office Space," Victoria Island (VI), Lagos", 1233945, 21 Feb 2022, 05 May 2022, Available,, 2, 3,, 2, Serviced,,,,
1041, per annum,"30,000,050", Terraced Duplex," Banana Island Estate, Banana Island, Ikoyi, Lagos", 1233951, 21 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 4, Serviced,,,,
1042, per annum,"13,500,000", Flat / Apartment," Old Ikoyi, Ikoyi, Lagos", 1233957, 21 Feb 2022, 05 May 2022, Available, 3, 3, 4, , 2, Serviced,,,,
1043, per annum,"18,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1234292, 21 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
1044, per annum,"15,000,000", Terraced Duplex," Old Ikoyi, Ikoyi, Lagos", 1237330, 23 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced," ₦4,000,000 per annum",,,
1045, per annum,"13,000,000", Terraced Duplex," Ikoyi, Old Ikoyi, Ikoyi, Lagos", 1238629, 24 Feb 2022, 05 May 2022, Available, 4, 3, 4, , 2, Serviced," ₦4,500,000 per annum",,,
1046, per annum,"1,500,000", Flat / Apartment," Off Bus Stop Surulere Lagos, Kilo, Surulere, Lagos", 1310249, 05 May 2022, 05 May 2022, Available, 3, 3, 4,, 2,,,,,
1047, per annum,"5,500,000", Terraced Duplex," Osapa, Lekki, Lagos", 1310248, 05 May 2022, 05 May 2022, Available, 4, 4, 5, ,, Serviced," ₦60,000 per month",,,
1048, per annum,"4,500,000", Flat / Apartment," Elf, Whitesand School Road, Lekki, Lagos", 1310243, 05 May 2022, 05 May 2022, Available, 2, 2, 3, , 2, Serviced," ₦1,800,000 per annum",,,
1049, per annum,"20,000,000", Terraced Duplex," Banana Island, Ikoyi, Lagos", 1240624, 26 Feb 2022, 05 May 2022, Available, 4, 4, 5, , 2, Serviced,,,,
